properties_doc_report.gender,properties_doc_report.document_type,properties_doc_report.date_of_expiry,properties_doc_report.issuing_country,properties_doc_report.nationality,properties_doc_report.issuing_date,properties_doc_report.issuing_state,properties_doc_report.document_version,created_at_doc_report,result_doc_report,conclusive_document_quality_result
,,,,,,,,2017-09-12 00:08:40,consider,
,residence_permit,2022-03-21,GBR,,,,,2017-09-12 00:35:35,clear,clear
,,,,,,,,2017-09-12 01:02:42,consider,
Male,driving_licence,2026-06-02,GBR,,2017-02-21,,,2017-09-12 01:45:23,clear,clear
,,,,,,,,2017-09-12 03:02:34,consider,
Male,national_identity_card,2020-07-06,PRT,PRT,,,,2017-09-12 05:02:18,clear,clear
,,,,,,,,2017-09-12 06:33:39,consider,
Male,national_identity_card,2022-07-26,ESP,ESP,,,,2017-09-12 06:34:42,clear,clear
Female,national_identity_card,,FRA,,2013-03,,,2017-09-12 06:44:18,clear,clear
Male,passport,2023-05-14,FRA,FRA,,,,2017-09-12 06:57:45,clear,clear
,,,,,,,,2017-09-12 06:59:34,consider,
Male,driving_licence,2021-12-03,GBR,,2016-10-20,,,2017-09-12 07:47:19,clear,clear
Male,national_identity_card,,FRA,,2012-05,,,2017-09-12 07:51:00,clear,clear
,driving_licence,2026-09-09,LTU,,2016-09-09,,,2017-09-12 08:39:24,clear,clear
Male,passport,2018-11-10,GBR,GBR,,,,2017-09-12 08:45:57,clear,clear
,driving_licence,2021-01-28,MYS,,,,,2017-09-12 09:17:22,clear,clear
,,,,,,,,2017-09-12 09:34:54,consider,
Male,national_identity_card,2020-01-18,PRT,,,,,2017-09-12 11:02:36,clear,clear
,driving_licence,,POL,,2012-11-13,,,2017-09-12 11:23:21,clear,clear
Female,national_identity_card,,FRA,,2012-06,,,2017-09-12 12:04:07,clear,clear
Male,driving_licence,2026-01-28,GBR,,2016-01-29,,,2017-09-12 12:57:27,clear,clear
Female,driving_licence,2023-02-09,GBR,,2017-06-15,,,2017-09-12 13:01:16,clear,clear
Female,passport,2027-04-18,FRA,FRA,,,,2017-09-12 13:07:28,clear,clear
Male,national_identity_card,2018-09-30,ESP,ESP,,,,2017-09-12 13:47:08,consider,clear
,driving_licence,,POL,,2012-09-04,,,2017-09-12 15:16:44,clear,clear
Male,national_identity_card,,FRA,,2016-03,,,2017-09-12 15:38:03,clear,clear
Male,driving_licence,2022-12-06,GBR,,2017-06-17,,,2017-09-12 15:56:44,clear,clear
Female,passport,2018-11-23,FRA,FRA,,,,2017-09-12 16:09:55,clear,clear
Male,passport,2019-10-19,NOR,NOR,,,,2017-09-12 16:16:57,clear,clear
,,,,,,,,2017-09-12 16:24:56,consider,
Male,driving_licence,2023-12-25,USA,,,NC,,2017-09-12 16:34:31,clear,clear
Male,passport,2024-01-23,IRL,IRL,,,,2017-09-12 17:18:55,clear,clear
Male,residence_permit,2017-11-10,IRL,,,,,2017-09-12 17:40:03,clear,clear
,,,,,,,,2017-09-12 17:58:18,consider,
Female,passport,2026-09-25,IRL,IRL,,,,2017-09-12 18:19:46,clear,clear
Male,passport,2026-07-29,GBR,GBR,,,,2017-09-12 19:41:01,clear,clear
Male,passport,2019-01-07,MDG,MDG,,,,2017-09-12 19:47:39,clear,clear
,,,,,,,,2017-09-12 20:12:29,consider,
Male,passport,2020-03-06,PHL,PHL,,,,2017-09-12 20:18:16,clear,clear
,,,,,,,,2017-09-12 20:30:01,consider,
,,,,,,,,2017-09-12 20:34:39,consider,
,,,,,,,,2017-09-12 20:59:13,consider,
Female,national_identity_card,,FRA,,2010-07,,,2017-09-12 21:18:42,consider,clear
Male,driving_licence,2023-10-28,GBR,,2017-08-29,,,2017-09-12 21:42:36,clear,clear
,,,,,,,,2017-09-12 21:56:13,consider,
Female,national_identity_card,2025-04-21,LTU,LTU,,,,2017-09-12 22:15:04,clear,clear
,,,,,,,,2017-09-12 22:38:38,consider,
,,,,,,,,2017-09-13 06:56:03,consider,
Male,driving_licence,2019-04-01,GBR,,2016-11-22,,,2017-09-13 07:32:21,clear,clear
Male,passport,2020-06-21,FRA,FRA,,,,2017-09-13 07:42:35,clear,clear
Male,passport,2024-04-21,IRL,IRL,,,,2017-09-13 07:56:07,clear,clear
Male,driving_licence,2026-12-17,GBR,,2016-12-18,,,2017-09-13 11:14:17,clear,clear
Male,passport,2027-05-25,DEU,DEU,,,,2017-09-13 11:35:17,clear,clear
Male,national_identity_card,2027-06-28,ESP,ESP,,,,2017-09-13 11:42:18,clear,clear
Female,national_identity_card,2020-05-11,ESP,ESP,,,,2017-09-13 11:53:38,clear,clear
Male,national_identity_card,2022-07-19,ESP,ESP,,,,2017-09-13 11:54:16,clear,clear
Male,national_identity_card,2020-12-20,IRL,IRL,,,,2017-09-13 11:59:38,clear,clear
Male,passport,2020-10-16,BGD,BGD,,,,2017-09-13 13:53:58,consider,clear
Male,driving_licence,2022-01-04,GBR,,2017-04-29,,,2017-09-13 14:12:09,clear,clear
Male,passport,2027-03-15,IRL,IRL,,,,2017-09-13 14:35:14,consider,consider
Male,national_identity_card,2020-05-12,ESP,ESP,,,,2017-09-13 14:55:18,clear,clear
Female,national_identity_card,2023-03-11,POL,POL,,,,2017-09-13 15:34:58,clear,clear
Male,national_identity_card,2019-02-23,LTU,LTU,,,,2017-09-13 15:54:26,clear,clear
Female,passport,2027-06-13,POL,POL,,,,2017-09-13 16:36:03,clear,clear
Female,national_identity_card,2023-11-26,POL,POL,,,,2017-09-13 16:40:18,clear,clear
Male,national_identity_card,,FRA,,2011-02,,,2017-09-13 17:27:24,clear,clear
,driving_licence,2021-06-02,SWE,,2011-06-02,,,2017-09-13 18:07:31,clear,clear
,,,,,,,,2017-09-13 18:42:55,consider,
Male,residence_permit,2019-03-28,DEU,,,,,2017-09-13 18:48:28,clear,clear
Male,national_identity_card,2018-08-07,LVA,LVA,,,,2017-09-13 18:53:48,clear,clear
Female,national_identity_card,,FRA,,2013-05,,,2017-09-13 19:00:53,clear,clear
Male,passport,2020-10-25,FRA,FRA,,,,2017-09-13 19:05:27,consider,consider
Male,national_identity_card,2021-08-21,ROU,ROU,,,,2017-09-13 19:06:00,clear,clear
,,,,,,,,2017-09-13 19:30:25,consider,
Male,passport,2025-02-06,BLR,BLR,,,,2017-09-13 19:30:27,clear,clear
Male,national_identity_card,2026-03-03,LTU,LTU,,,,2017-09-13 20:11:15,clear,clear
,,,,,,,,2017-09-13 20:13:33,consider,
,national_identity_card,,ITA,,,,,2017-09-13 20:20:56,clear,clear
Male,national_identity_card,2023-11-11,CHE,CHE,,,,2017-09-13 20:24:45,clear,clear
Female,national_identity_card,,FRA,,2011-03,,,2017-09-13 20:37:00,clear,clear
,residence_permit,2018-11-01,GBR,,,,,2017-09-13 21:12:58,clear,clear
,,,,,,,,2017-09-13 21:24:19,consider,
Female,passport,2026-07-07,IRL,IRL,,,,2017-09-13 21:26:25,clear,clear
Male,passport,2018-07-28,GBR,GBR,,,,2017-09-13 22:41:26,clear,clear
,driving_licence,2020-01-19,GBR,,2016-04-19,,,2017-09-13 23:03:33,clear,clear
,,,,,,,,2017-09-13 23:52:22,consider,
Male,passport,2025-02-05,ITA,ITA,,,,2017-09-14 07:43:09,clear,clear
Female,passport,2023-07-24,GBR,GBR,,,,2017-09-14 08:08:00,clear,clear
Female,passport,2020-06-09,NZL,NZL,,,,2017-09-14 08:28:43,clear,clear
Female,passport,2023-06-29,GBR,GBR,,,,2017-09-14 09:17:09,clear,clear
Female,driving_licence,2024-10-14,GBR,,2017-05-09,,,2017-09-14 09:53:24,clear,clear
Female,national_identity_card,2019-08-03,POL,POL,,,,2017-09-14 10:04:56,clear,clear
,,,,,,,,2017-09-14 10:22:05,consider,
Male,national_identity_card,2022-11-28,CHE,CHE,,,,2017-09-14 10:27:14,clear,clear
,driving_licence,,POL,,2007-12-06,,,2017-09-14 10:29:40,clear,clear
Male,national_identity_card,,FRA,,2010-09,,,2017-09-14 10:53:39,clear,clear
Male,driving_licence,2027-05-26,GBR,,2017-09-05,,,2017-09-14 11:18:46,clear,clear
,driving_licence,,FRA,,2012-06-01,,,2017-09-14 11:36:30,clear,clear
,driving_licence,2013-08-03,ITA,,2003-03-18,,,2017-09-14 11:43:50,consider,clear
Male,national_identity_card,,FRA,,2013-07,,,2017-09-14 12:07:41,clear,clear
,,,,,,,,2017-09-14 12:09:20,consider,
,,,,,,,,2017-09-14 13:01:34,consider,
Male,passport,2025-04-29,IRL,IRL,,,,2017-09-14 13:02:48,clear,clear
,,,,,,,,2017-09-14 13:28:53,consider,
Male,national_identity_card,2025-09-25,POL,POL,,,,2017-09-14 13:37:40,clear,clear
Female,passport,2019-10-22,MAR,MAR,,,,2017-09-14 13:37:47,clear,clear
Male,driving_licence,2018-11-17,GBR,,2009-06-23,,,2017-09-14 13:45:20,clear,clear
Female,national_identity_card,,FRA,,2004-02,,,2017-09-14 15:15:46,clear,clear
,driving_licence,2031-11-29,FRA,,2016-11-29,,,2017-09-14 15:15:55,clear,clear
,national_identity_card,2022-07-03,DEU,,,,,2017-09-14 15:35:32,clear,clear
Male,driving_licence,2025-10-16,GBR,,2015-10-17,,,2017-09-14 15:59:20,consider,consider
,driving_licence,,POL,,2005-10-27,,,2017-09-14 16:16:38,clear,clear
,national_identity_card,,ITA,,,,,2017-09-14 17:46:27,clear,clear
,,,,,,,,2017-09-14 17:50:31,consider,
Male,national_identity_card,2019-05-28,PRT,PRT,,,,2017-09-14 18:27:13,clear,clear
,national_identity_card,,GRC,,,,,2017-09-14 18:29:29,clear,clear
Female,passport,2027-03-06,IRL,IRL,,,,2017-09-14 19:07:26,clear,clear
,,,,,,,,2017-09-14 19:27:57,consider,
Female,driving_licence,2025-01-08,GBR,,2016-05-18,,,2017-09-14 19:36:37,clear,clear
Male,passport,2024-03-10,FRA,FRA,,,,2017-09-14 19:51:09,clear,clear
,,,,,,,,2017-09-14 19:53:13,consider,
,,,,,,,,2017-09-14 20:33:55,consider,
,,,,,,,,2017-09-14 20:43:59,consider,
Female,driving_licence,2026-12-28,GBR,,2016-12-29,,,2017-09-14 21:13:14,clear,clear
Male,passport,2019-04-23,IRL,IRL,,,,2017-09-14 21:16:43,clear,clear
,driving_licence,2019-11-17,ROU,,2009-11-17,,,2017-09-14 21:35:53,clear,clear
Male,passport,2027-07-25,LTU,LTU,,,,2017-09-14 22:13:11,clear,clear
,national_identity_card,2024-04-03,DEU,DEU,,,,2017-09-15 05:31:07,clear,clear
Male,national_identity_card,2026-03-16,POL,POL,,,,2017-09-15 05:39:44,clear,clear
Male,passport,2021-06-24,IRL,IRL,,,,2017-09-15 05:48:07,clear,clear
,,,,,,,,2017-09-15 06:56:19,consider,
Male,passport,2022-07-30,AUT,AUT,,,,2017-09-15 08:19:46,clear,clear
Male,driving_licence,2017-08-17,GBR,,2017-03-16,,,2017-09-15 08:26:50,consider,consider
Female,driving_licence,2023-03-28,GBR,,2013-10-02,,,2017-09-15 08:27:43,clear,clear
Male,driving_licence,2025-07-17,GBR,,2015-07-18,,,2017-09-15 08:43:53,consider,consider
,driving_licence,2018-04-10,IMN,,,,,2017-09-15 09:43:18,consider,consider
,driving_licence,2017-11-26,ESP,,2016-10-28,,,2017-09-15 10:30:55,clear,clear
Female,driving_licence,2021-01-14,USA,,,MI,,2017-09-15 10:36:05,clear,clear
,,,,,,,,2017-09-15 10:51:01,consider,
Male,passport,2027-03-21,IRL,IRL,,,,2017-09-15 10:57:45,clear,clear
,driving_licence,2025-02-08,IRL,,2015-02-11,,,2017-09-15 10:59:15,clear,clear
Female,passport,2021-12-27,PRT,PRT,,,,2017-09-15 11:24:50,clear,clear
Female,driving_licence,2019-06-13,GBR,,2014-10-22,,,2017-09-15 11:39:33,clear,clear
Male,national_identity_card,2020-03-31,CHE,CHE,,,,2017-09-15 11:44:08,clear,clear
Male,national_identity_card,2025-05-21,LTU,LTU,,,,2017-09-15 11:47:36,clear,clear
Female,national_identity_card,2023-07-25,POL,POL,,,,2017-09-15 12:01:37,clear,clear
Male,national_identity_card,2026-10-10,ESP,ESP,,,,2017-09-15 12:19:20,clear,clear
,,,,,,,,2017-09-15 12:25:33,consider,
,driving_licence,2025-02-15,IRL,,2015-02-19,,,2017-09-15 12:56:04,clear,clear
,,,,,,,,2017-09-15 13:00:10,consider,
Male,driving_licence,2027-01-13,GBR,,2017-08-29,,,2017-09-15 13:53:02,clear,clear
,driving_licence,2024-08-18,IRL,,2014-08-28,,,2017-09-15 13:58:14,clear,clear
,driving_licence,2018-05-23,NLD,,2008-05-23,,,2017-09-15 15:39:35,consider,consider
,,,,,,,,2017-09-15 15:41:41,consider,
Female,national_identity_card,2021-01-28,ESP,ESP,,,,2017-09-15 15:43:35,clear,clear
Male,residence_permit,2020-03-05,EST,,,,,2017-09-15 16:00:13,clear,clear
,,,,,,,,2017-09-15 16:05:07,consider,
Female,passport,2019-07-17,HRV,HRV,,,,2017-09-15 16:09:00,clear,clear
Male,passport,2018-09-25,GBR,GBR,,,,2017-09-15 16:27:13,clear,clear
Male,national_identity_card,2022-08-03,GIB,GBR,,,,2017-09-15 16:37:53,clear,clear
,,,,,,,,2017-09-15 16:37:59,consider,
,,,,,,,,2017-09-15 16:50:31,consider,
,driving_licence,2021-03-27,ITA,,2015-07-01,,,2017-09-15 16:57:51,clear,clear
Male,passport,2018-04-21,ITA,ITA,,,,2017-09-15 17:39:08,consider,consider
,,,,,,,,2017-09-15 17:56:49,consider,
Male,national_identity_card,2025-12-23,ESP,ESP,,,,2017-09-15 18:01:13,clear,clear
,driving_licence,2026-11-11,NLD,,2016-11-11,,,2017-09-15 18:42:07,clear,clear
Male,passport,2026-06-06,GBR,GBR,,,,2017-09-15 18:51:24,clear,clear
Male,passport,2026-02-12,GBR,GBR,,,,2017-09-15 19:00:40,clear,clear
,national_identity_card,,GRC,,,,,2017-09-15 19:56:26,clear,clear
Male,national_identity_card,2025-07-28,ESP,ESP,,,,2017-09-15 20:16:32,clear,clear
Female,national_identity_card,2023-11-25,ESP,ESP,,,,2017-09-15 21:02:43,clear,clear
Female,national_identity_card,2018-03-14,LTU,LTU,,,,2017-09-15 22:05:59,clear,clear
Male,national_identity_card,,FRA,,2012-07,,,2017-09-16 01:22:30,clear,clear
,national_identity_card,2020-03-17,DEU,DEU,,,,2017-09-16 03:57:28,clear,clear
Male,national_identity_card,2019-02-05,EST,EST,,,,2017-09-16 04:06:02,clear,clear
Female,passport,2023-09-04,ITA,ITA,,,,2017-09-16 05:16:35,clear,clear
Female,passport,2023-08-14,GBR,GBR,,,,2017-09-16 07:07:59,clear,clear
,driving_licence,,POL,,2004-10-04,,,2017-09-16 07:20:13,clear,clear
Male,driving_licence,2025-06-02,GBR,,2015-06-03,,,2017-09-16 08:04:20,clear,clear
Male,driving_licence,2025-09-10,GBR,,2017-07-01,,,2017-09-16 08:42:16,clear,clear
Female,driving_licence,2027-01-15,GBR,,2017-01-16,,,2017-09-16 09:05:29,consider,consider
Male,passport,2019-06-10,GBR,GBR,,,,2017-09-16 09:41:53,clear,clear
,,,,,,,,2017-09-16 09:53:17,consider,
,,,,,,,,2017-09-16 10:19:22,consider,
,,,,,,,,2017-09-16 10:34:52,consider,
,driving_licence,2025-09-08,SWE,,2015-09-08,,,2017-09-16 10:40:06,clear,clear
Male,passport,2024-12-15,FRA,FRA,,,,2017-09-16 10:55:29,clear,clear
,,,,,,,,2017-09-16 11:01:39,consider,
,,,,,,,,2017-09-16 11:24:54,consider,
,driving_licence,2026-12-09,HUN,,2016-12-09,,,2017-09-16 11:49:50,clear,clear
Male,residence_permit,2019-05-25,ESP,UKR,,,,2017-09-16 12:05:08,clear,clear
Female,passport,2028-04-14,GBR,GBR,,,,2017-09-16 12:17:13,consider,consider
Female,national_identity_card,2018-11-07,ESP,ESP,,,,2017-09-16 13:32:57,clear,clear
Male,driving_licence,2025-04-07,GBR,,2015-04-08,,,2017-09-16 13:47:54,clear,clear
Female,national_identity_card,2019-10-01,POL,POL,,,,2017-09-16 13:53:54,clear,clear
,driving_licence,2029-04-09,FRA,,2014-04-09,,,2017-09-16 14:02:59,clear,clear
Male,passport,2027-06-05,DEU,DEU,,,,2017-09-16 14:34:19,clear,clear
Female,national_identity_card,2025-02-04,MLT,MLT,,,,2017-09-16 14:50:40,consider,consider
Male,passport,2026-12-19,IND,IND,,,,2017-09-16 15:00:59,consider,consider
,driving_licence,2018-02-20,IMN,,,,,2017-09-16 15:07:00,clear,clear
Female,national_identity_card,2027-09-01,CYP,CYP,,,,2017-09-16 15:44:30,clear,clear
,national_identity_card,2018-06-20,DEU,DEU,,,,2017-09-16 15:44:47,clear,clear
Female,national_identity_card,2022-08-14,CYP,,,,,2017-09-16 15:49:25,clear,clear
Male,national_identity_card,,FRA,,2014-12,,,2017-09-16 16:44:54,clear,clear
Male,residence_permit,2018-07-29,NLD,RUS,,,,2017-09-16 16:51:11,clear,clear
,driving_licence,2029-02-06,FRA,,2014-02-06,,,2017-09-16 18:14:16,clear,clear
Male,passport,2022-01-01,GRC,GRC,,,,2017-09-16 19:11:46,clear,clear
Female,driving_licence,2026-07-28,GBR,,2016-07-29,,,2017-09-16 19:45:00,clear,clear
,driving_licence,2026-09-15,LTU,,2016-09-15,,,2017-09-16 19:53:39,clear,clear
Female,driving_licence,2026-11-15,GBR,,2016-11-16,,,2017-09-16 20:21:19,clear,clear
Male,passport,2027-08-28,NLD,NLD,,,,2017-09-16 21:25:09,clear,clear
Male,national_identity_card,,FRA,,2010-08,,,2017-09-16 21:30:52,clear,clear
,,,,,,,,2017-09-16 22:00:29,consider,
Female,driving_licence,2023-10-16,GBR,,2016-09-08,,,2017-09-16 23:07:35,clear,clear
Male,driving_licence,2021-08-18,GBR,,2017-07-26,,,2017-09-17 00:25:05,clear,clear
Female,national_identity_card,2017-09-05,CYP,,,,,2017-09-17 08:15:20,consider,clear
Male,passport,2024-06-09,GBR,GBR,,,,2017-09-17 08:41:32,consider,consider
,driving_licence,2023-11-03,IRL,,2013-11-05,,,2017-09-17 08:56:12,clear,clear
,driving_licence,2027-05-04,SWE,,2017-05-05,,,2017-09-17 09:09:18,clear,clear
Female,passport,2019-09-30,GRC,GRC,,,,2017-09-17 09:10:01,clear,clear
Female,national_identity_card,2020-07-23,ESP,ESP,,,,2017-09-17 10:08:54,clear,clear
Female,national_identity_card,2024-09-22,LTU,LTU,,,,2017-09-17 10:41:39,clear,clear
Male,national_identity_card,,FRA,,2011-02,,,2017-09-17 10:47:17,clear,clear
Female,passport,2023-01-24,GBR,GBR,,,,2017-09-17 11:30:16,clear,clear
Male,driving_licence,2025-10-23,GBR,,2016-06-26,,,2017-09-17 12:26:34,clear,clear
Female,national_identity_card,2025-08-26,BEL,,,,,2017-09-17 12:27:38,clear,clear
Male,national_identity_card,,FRA,,2011-03,,,2017-09-17 13:14:01,clear,clear
Female,national_identity_card,,FRA,,2016-11,,,2017-09-17 13:14:59,clear,clear
,driving_licence,2024-07-31,IRL,,2014-08-12,,,2017-09-17 14:12:09,clear,clear
,driving_licence,2026-01-20,ESP,,2016-01-20,,,2017-09-17 14:36:44,clear,clear
Male,driving_licence,2026-03-02,GBR,,2016-03-03,,,2017-09-17 15:14:31,clear,clear
Female,driving_licence,2025-09-25,GBR,,2015-09-26,,,2017-09-17 15:26:29,consider,consider
Female,passport,2021-11-23,FRA,FRA,,,,2017-09-17 15:33:46,clear,clear
Male,national_identity_card,2026-06-27,SVK,SVK,,,,2017-09-17 17:01:20,consider,consider
Male,national_identity_card,2023-10-30,LTU,LTU,,,,2017-09-17 17:11:22,clear,clear
Male,driving_licence,2020-06-04,GBR,,2010-06-05,,,2017-09-17 17:12:10,consider,consider
,,,,,,,,2017-09-17 17:17:57,consider,
Female,driving_licence,2024-01-27,GBR,,2014-01-28,,,2017-09-17 17:20:14,clear,clear
Male,national_identity_card,,FRA,,2016-07,,,2017-09-17 17:24:50,clear,clear
Male,driving_licence,2015-02-09,GBR,,2013-10-13,,,2017-09-17 17:29:46,consider,clear
Male,national_identity_card,2019-10-10,ESP,ESP,,,,2017-09-17 17:30:46,clear,clear
,,,,,,,,2017-09-17 18:24:27,consider,
,,,,,,,,2017-09-17 18:27:13,consider,
Male,passport,2027-08-20,GBR,GBR,,,,2017-09-17 18:47:30,consider,consider
,,,,,,,,2017-09-17 19:01:13,consider,
,,,,,,,,2017-09-17 20:22:07,consider,
,,,,,,,,2017-09-17 20:43:58,consider,
,,,,,,,,2017-09-17 20:56:42,consider,
,driving_licence,2029-07-02,GRC,,2014-07-02,,,2017-09-17 21:07:25,clear,clear
Male,national_identity_card,2018-11-04,ESP,ESP,,,,2017-09-17 21:58:44,clear,clear
Female,residence_permit,2022-01-24,NLD,KGZ,,,,2017-09-17 22:12:03,clear,clear
,,,,,,,,2017-09-18 06:55:34,consider,
Female,national_identity_card,2027-02-17,ESP,ESP,,,,2017-09-18 07:00:44,clear,clear
Male,national_identity_card,2021-10-07,ESP,ESP,,,,2017-09-18 08:11:11,clear,clear
Female,national_identity_card,2018-07-10,POL,POL,,,,2017-09-18 08:35:17,clear,clear
Male,national_identity_card,2019-09-07,PRT,PRT,,,,2017-09-18 08:40:04,clear,clear
Male,passport,2024-07-10,IND,IND,,,,2017-09-18 09:51:35,clear,clear
Female,national_identity_card,2019-12-30,ESP,ESP,,,,2017-09-18 11:00:23,clear,clear
Male,driving_licence,2022-01-19,GBR,,2012-01-20,,,2017-09-18 11:22:51,clear,clear
Male,passport,2017-09-03,MAR,MAR,,,,2017-09-18 12:03:19,consider,clear
Female,national_identity_card,2026-11-14,ESP,ESP,,,,2017-09-18 12:24:05,clear,clear
Male,national_identity_card,,FRA,,2008-11,,,2017-09-18 12:27:36,clear,clear
,,,,,,,,2017-09-18 12:34:59,consider,
Female,national_identity_card,2019-06-26,PRT,PRT,,,,2017-09-18 12:44:26,clear,clear
Male,passport,2025-09-22,GBR,GBR,,,,2017-09-18 12:50:30,clear,clear
Male,national_identity_card,2023-04-02,LTU,LTU,,,,2017-09-18 13:26:37,consider,consider
,driving_licence,2025-12-29,SWE,,2015-12-29,,,2017-09-18 13:30:52,clear,clear
Male,passport,2027-03-28,SVK,SVK,,,,2017-09-18 13:36:24,clear,clear
,driving_licence,2029-03-21,FRA,,2014-03-21,,,2017-09-18 13:50:44,clear,clear
Male,driving_licence,2026-04-30,GBR,,2016-05-01,,,2017-09-18 14:00:10,clear,clear
Female,driving_licence,2023-02-13,GBR,,2013-11-28,,,2017-09-18 14:17:27,clear,clear
,,,,,,,,2017-09-18 14:29:22,consider,
Male,national_identity_card,,FRA,,2012-11,,,2017-09-18 15:03:35,clear,clear
,,,,,,,,2017-09-18 15:09:17,consider,
Male,national_identity_card,2020-07-20,PRT,PRT,,,,2017-09-18 15:10:02,clear,clear
Male,national_identity_card,2025-01-27,BEL,BEL,,,,2017-09-18 15:16:52,clear,clear
,driving_licence,2029-08-25,FRA,,2014-08-25,,,2017-09-18 15:28:55,clear,clear
Female,driving_licence,2025-07-17,GBR,,2015-07-18,,,2017-09-18 15:34:15,clear,clear
Male,passport,2020-08-22,IRL,IRL,,,,2017-09-18 16:05:38,clear,clear
Male,driving_licence,2017-12-05,GBR,,2016-09-27,,,2017-09-18 16:33:48,clear,clear
,,,,,,,,2017-09-18 17:04:53,consider,
Male,passport,2026-03-24,FRA,FRA,,,,2017-09-18 17:12:56,consider,consider
Male,passport,2027-05-30,NLD,NLD,,,,2017-09-18 17:18:14,clear,clear
,,,,,,,,2017-09-18 17:45:16,consider,
Female,passport,2026-11-13,IRL,IRL,,,,2017-09-18 18:04:27,clear,clear
Male,driving_licence,2024-10-07,GBR,,2014-10-08,,,2017-09-18 18:14:12,clear,clear
Male,passport,2026-01-03,FRA,FRA,,,,2017-09-18 18:16:29,consider,consider
Male,national_identity_card,2019-03-16,HRV,HRV,,,,2017-09-18 18:21:03,clear,clear
,national_identity_card,2022-10-25,DEU,DEU,,,,2017-09-18 18:24:45,clear,clear
Female,driving_licence,2024-09-29,GBR,,2016-07-07,,,2017-09-18 18:47:59,clear,clear
Male,national_identity_card,2018-04-09,LVA,LVA,,,,2017-09-18 19:03:22,clear,clear
Male,passport,2019-01-06,FRA,FRA,,,,2017-09-18 19:13:39,clear,clear
Female,national_identity_card,,FRA,,2016-04,,,2017-09-18 19:32:26,clear,clear
Female,driving_licence,2021-08-30,GBR,,2017-01-31,,,2017-09-18 20:18:10,clear,clear
Male,passport,2022-01-05,SVN,SVN,,,,2017-09-18 20:20:41,clear,clear
Male,passport,2020-07-02,PRT,PRT,,,,2017-09-18 20:35:53,clear,clear
Male,residence_permit,2018-07-24,LUX,IND,,,,2017-09-18 20:38:13,clear,clear
Male,passport,2025-09-10,POL,POL,,,,2017-09-18 21:00:06,consider,consider
,,,,,,,,2017-09-18 21:10:22,consider,
Male,national_identity_card,2021-09-26,LTU,LTU,,,,2017-09-18 21:30:21,consider,consider
Female,passport,2025-01-06,GBR,GBR,,,,2017-09-18 21:47:43,consider,consider
,national_identity_card,,ITA,,,,,2017-09-18 22:54:23,clear,clear
,driving_licence,,POL,,2011-03-14,,,2017-09-19 00:56:32,clear,clear
,national_identity_card,,ITA,,,,,2017-09-19 05:45:51,clear,clear
Male,national_identity_card,,FRA,,2007-09,,,2017-09-19 06:42:50,clear,clear
Male,passport,2020-06-04,RUS,RUS,,,,2017-09-19 07:25:33,clear,clear
,,,,,,,,2017-09-19 07:38:16,consider,
Male,national_identity_card,2022-08-10,ESP,ESP,,,,2017-09-19 08:31:52,clear,clear
,driving_licence,2023-02-01,LTU,,2013-01-02,,,2017-09-19 08:38:56,clear,clear
Male,national_identity_card,2024-05-05,CHE,CHE,,,,2017-09-19 08:46:46,clear,clear
Female,driving_licence,2023-08-05,GBR,,2013-08-06,,,2017-09-19 09:00:26,clear,clear
,,,,,,,,2017-09-19 09:01:11,consider,
